Student_ID,Name,Age,Gender,City,Class,Attendance_Percentage,Study_Hours_per_day,Math_Score,Science_Score,English_Score,Total_Score,Parent_Education,Internet_Access,Result,Average_Score,Study_Efficiency,Attendance_Category
7535,Bristi Sarker,16.0,other,rangpur,9,66.2,3.4,30.0,71.0,98.0,199.0,unknown,yes,fail,66.33333333333333,45.22727272727273,Medium
6094,Tanvir Sarker,11.0,male,rajshahi,9,68.9,0.7,34.0,30.0,51.0,115.0,illiterate,yes,pass,38.333333333333336,67.64705882352942,Medium
6906,Bristi Sarker,14.0,male,khulna,7,86.1,3.8,43.0,46.0,59.0,148.0,graduate,yes,fail,49.333333333333336,30.833333333333336,High
9751,Tanvir Chowdhury,16.0,other,barishal,9,76.1,2.8,59.0,63.0,68.0,190.0,unknown,no,fail,63.333333333333336,50.0,Medium
2588,Tanvir Islam,18.0,female,sylhet,6,83.4,2.1,66.0,99.0,70.0,235.0,primary,yes,pass,78.33333333333333,75.80645161290322,High
4574,Rahim Islam,17.0,male,chattogram,6,92.1,4.1,54.0,64.0,82.0,200.0,secondary,yes,fail,66.66666666666667,39.21568627450981,High
5418,Imran Ahmed,17.0,male,rajshahi,10,86.1,2.1,36.0,66.0,64.0,166.0,higher secondary,yes,fail,55.333333333333336,53.54838709677419,High
9383,Riya Talukder,14.0,female,chattogram,8,75.0,3.5,65.0,71.0,36.0,172.0,postgraduate,yes,fail,57.333333333333336,38.22222222222222,Medium
336,Sadia Ahmed,15.0,female,mymensingh,7,94.5,4.0,93.0,48.0,77.0,218.0,higher secondary,no,pass,72.66666666666667,43.6,High
2606,Ayesha Sarker,15.0,male,rangpur,10,92.0,4.9,44.0,88.0,79.0,211.0,secondary,yes,fail,70.33333333333333,35.762711864406775,High
5177,Fatema Chowdhury,14.0,male,khulna,9,97.1,3.1,60.0,56.0,99.0,215.0,graduate,yes,fail,71.66666666666667,52.43902439024391,High
3040,Zayed Hossain,16.0,female,rangpur,8,72.6,1.4,35.0,57.0,79.0,171.0,secondary,no,fail,57.0,71.25,Medium
8244,Fatema Rahman,12.0,male,sylhet,8,66.9,3.6,75.0,76.0,47.0,198.0,postgraduate,no,fail,66.0,43.04347826086957,Medium
4345,Mitu Talukder,11.0,other,rajshahi,6,97.2,0.7,31.0,64.0,46.0,141.0,secondary,yes,pass,47.0,82.94117647058823,High
7731,Rupa Rahman,16.0,male,mymensingh,6,97.3,0.1,65.0,82.0,62.0,209.0,primary,no,pass,69.66666666666667,189.99999999999997,High
6068,shila islam,13.0,other,sylhet,7,81.3,3.5,68.0,99.0,37.0,204.0,primary,no,fail,68.0,45.333333333333336,High
1687,Sohan Akter,17.0,female,dhaka,9,90.8,1.2,35.0,82.0,49.0,166.0,higher secondary,yes,pass,55.333333333333336,75.45454545454545,High
543,Karim Das,12.0,other,rajshahi,7,91.8,5.2,45.0,77.0,39.0,161.0,graduate,no,fail,53.666666666666664,25.967741935483872,High
5230,Tamim Hossain,15.0,other,dhaka,10,87.1,3.6,77.0,68.0,95.0,240.0,postgraduate,no,pass,80.0,52.173913043478265,High
5368,Lima Ahmed,11.0,male,khulna,8,83.1,4.5,55.0,30.0,94.0,179.0,graduate,yes,fail,59.666666666666664,32.54545454545455,High
6240,Karim Sarker,11.0,male,rangpur,8,84.8,4.0,52.0,87.0,97.0,236.0,postgraduate,yes,fail,78.66666666666667,47.2,High
3907,Bristi Ahmed,16.0,other,khulna,10,87.5,2.4,70.0,82.0,64.0,216.0,postgraduate,no,pass,72.0,63.529411764705884,High
6812,Karim Sarker,14.0,other,chattogram,8,87.2,1.9,65.0,71.0,51.0,187.0,unknown,yes,fail,62.333333333333336,64.48275862068965,High
8992,Karim Ahmed,16.0,male,barishal,10,96.1,2.0,40.0,47.0,64.0,151.0,postgraduate,yes,fail,50.333333333333336,50.333333333333336,High
2978,Sabbir Das,18.0,male,barishal,8,75.8,4.8,56.0,31.0,97.0,184.0,secondary,yes,fail,61.333333333333336,31.724137931034484,Medium
2071,Sadia Ahmed,16.0,female,sylhet,9,82.9,1.8,32.0,92.0,69.0,193.0,graduate,no,pass,64.33333333333333,68.92857142857143,High
1011,Rakib Islam,11.0,female,rangpur,7,85.7,2.8,96.0,59.0,58.0,213.0,illiterate,yes,pass,71.0,56.05263157894737,High
8901,Momo Ahmed,17.0,male,chattogram,7,86.0,5.0,72.0,34.0,33.0,139.0,illiterate,no,fail,46.333333333333336,23.166666666666668,High
6851,Farhan Akter,18.0,female,dhaka,9,81.9,1.2,49.0,41.0,67.0,157.0,graduate,yes,fail,52.333333333333336,71.36363636363636,High
7806,Rahim Akter,15.0,other,rangpur,6,75.0,3.0,50.0,82.0,84.0,216.0,secondary,no,fail,72.0,54.0,Medium
9265,Tamim Ahmed,12.0,other,barishal,7,89.0,4.6,44.0,71.0,49.0,164.0,higher secondary,yes,pass,54.666666666666664,29.28571428571429,High
2632,Priya Akter,13.0,other,barishal,7,74.6,3.6,75.0,62.0,87.0,224.0,primary,yes,fail,74.66666666666667,48.69565217391305,Medium
4234,Hasan Khan,18.0,female,sylhet,7,84.0,5.8,98.0,64.0,33.0,195.0,illiterate,yes,pass,65.0,28.676470588235293,High
2737,Tanvir Talukder,18.0,other,rajshahi,10,95.2,5.9,32.0,78.0,96.0,206.0,higher secondary,yes,fail,68.66666666666667,29.855072463768114,High
9289,Rupa Khan,13.0,male,rangpur,7,95.8,5.9,51.0,61.0,71.0,183.0,unknown,yes,fail,61.0,26.52173913043478,High
3936,Sabbir Das,11.0,female,chattogram,10,84.0,4.8,74.0,31.0,86.0,191.0,primary,yes,pass,63.666666666666664,32.93103448275862,High
8683,Bristi Khan,16.0,female,chattogram,6,90.0,3.1,58.0,41.0,44.0,143.0,primary,no,fail,47.666666666666664,34.87804878048781,High
182,Rupa Akter,15.0,female,chattogram,10,97.3,4.3,62.0,45.0,71.0,178.0,unknown,yes,pass,59.333333333333336,33.58490566037736,High
8166,Tamim Ahmed,17.0,male,sylhet,7,86.1,3.0,31.0,68.0,43.0,142.0,postgraduate,yes,pass,47.333333333333336,35.5,High
101,Shila Talukder,18.0,female,barishal,6,74.0,3.7,85.0,54.0,64.0,203.0,secondary,no,pass,67.66666666666667,43.191489361702125,Medium
9703,Tamim Akter,15.0,male,sylhet,9,90.3,4.8,80.0,31.0,94.0,205.0,graduate,no,pass,68.33333333333333,35.3448275862069,High
8942,Ayesha Sarker,17.0,female,rangpur,9,78.7,3.6,90.0,67.0,34.0,191.0,unknown,yes,pass,63.666666666666664,41.52173913043479,Medium
718,Zayed Talukder,12.0,female,dhaka,9,69.6,3.8,45.0,88.0,98.0,231.0,primary,yes,pass,77.0,48.125,Medium
8059,Lima Rahman,13.0,male,chattogram,8,92.4,3.0,70.0,42.0,97.0,209.0,primary,yes,fail,69.66666666666667,52.25,High
2039,Fatema Hossain,18.0,male,mymensingh,10,96.1,3.6,95.0,61.0,42.0,198.0,secondary,no,fail,66.0,43.04347826086957,High
6527,Kabir Akter,16.0,male,rajshahi,7,89.2,3.2,48.0,49.0,72.0,169.0,higher secondary,yes,fail,56.333333333333336,40.238095238095234,High
9717,Hasan Hossain,12.0,female,mymensingh,8,75.7,3.8,70.0,64.0,33.0,167.0,unknown,no,pass,55.666666666666664,34.79166666666667,Medium
7634 ,Tanvir Hossain,16.0,male,khulna,6,84.0,2.9,64.0,53.0,32.0,149.0,graduate,yes,pass,49.666666666666664,38.205128205128204,High
1884,Rahim Das,14.0,other,mymensingh,6,72.7,2.2,88.0,61.0,36.0,185.0,graduate,yes,fail,61.666666666666664,57.8125,Medium
7932,Tamim Islam,15.0,male,barishal,9,93.7,3.5,55.0,80.0,35.0,170.0,illiterate,yes,pass,56.666666666666664,37.77777777777778,High
8573,Riya Khan,16.0,female,mymensingh,6,94.4,3.1,51.0,34.0,81.0,166.0,higher secondary,yes,fail,55.333333333333336,40.487804878048784,High
6732,Nusrat Ahmed,17.0,other,sylhet,6,84.6,3.0,54.0,31.0,90.0,175.0,secondary,yes,pass,58.333333333333336,43.75,High
5690,Arif Ahmed,18.0,female,rangpur,10,70.4,3.2,39.0,44.0,85.0,168.0,primary,no,fail,56.0,40.0,Medium
3629,Priya Das,11.0,other,mymensingh,6,84.0,0.9,70.0,37.0,61.0,168.0,postgraduate,yes,fail,56.0,88.42105263157895,High
4968,Hasan Chowdhury,14.0,female,dhaka,6,76.3,4.0,37.0,87.0,52.0,176.0,primary,no,pass,58.666666666666664,35.2,Medium
4440,Zayed Sarker,17.0,female,sylhet,7,64.8,1.3,84.0,47.0,46.0,177.0,higher secondary,no,pass,59.0,76.95652173913044,Medium
5059 ,Rupa Islam,15.0,male,khulna,9,73.4,4.3,77.0,36.0,43.0,156.0,primary,no,fail,52.0,29.433962264150946,Medium
966,Imran Ahmed,16.0,male,dhaka,6,72.9,4.3,98.0,82.0,74.0,254.0,primary,no,pass,84.66666666666667,47.924528301886795,Medium
2610,Sabbir Das,16.0,male,rangpur,8,92.3,2.0,46.0,57.0,79.0,182.0,primary,yes,fail,60.666666666666664,60.666666666666664,High
3406,jannat rahman,17.0,female,khulna,6,84.0,3.7,41.0,61.0,53.0,155.0,postgraduate,yes,fail,51.666666666666664,32.97872340425532,High
7066,Shila Akter,15.0,male,rajshahi,7,83.4,2.2,58.0,36.0,86.0,180.0,primary,yes,pass,60.0,56.25,High
5007,Tanvir Sarker,16.0,male,rajshahi,6,80.1,2.9,80.0,64.0,32.0,176.0,graduate,no,fail,58.666666666666664,45.12820512820513,High
4953,Zayed Talukder,13.0,male,rajshahi,7,84.0,6.0,74.0,70.0,37.0,181.0,illiterate,no,pass,60.333333333333336,25.857142857142858,High
2539,Priya Hossain,13.0,other,mymensingh,6,78.2,3.2,93.0,79.0,70.0,242.0,primary,yes,fail,80.66666666666667,57.61904761904761,Medium
5045,Kabir Ahmed,18.0,male,barishal,9,71.8,5.9,85.0,44.0,98.0,227.0,primary,yes,pass,75.66666666666667,32.89855072463768,Medium
9543,Farhan Ahmed,14.0,male,dhaka,8,88.8,1.3,91.0,87.0,63.0,241.0,primary,yes,pass,80.33333333333333,104.78260869565219,High
9124,Nusrat Akter,12.0,female,sylhet,10,90.0,1.9,93.0,67.0,67.0,227.0,unknown,yes,fail,75.66666666666667,78.27586206896552,High
4803,Tanvir Ahmed,17.0,female,rangpur,9,91.9,2.3,97.0,82.0,69.0,248.0,primary,no,pass,82.66666666666667,75.15151515151516,High
STU-01173,Anik Khan,12.0,female,dhaka,10,86.8,1.6,39.0,94.0,71.0,204.0,primary,yes,fail,68.0,78.46153846153845,High
3223,Farhan Islam,18.0,other,barishal,10,81.1,2.9,63.0,99.0,89.0,251.0,primary,yes,fail,83.66666666666667,64.35897435897436,High
5704,Karim Khan,17.0,female,mymensingh,7,82.3,4.7,61.0,93.0,43.0,197.0,secondary,no,fail,65.66666666666667,34.56140350877193,High
8110,Rupa Hossain,16.0,female,sylhet,9,92.9,2.7,31.0,59.0,67.0,157.0,primary,yes,fail,52.333333333333336,42.43243243243243,High
2982,Nadia Chowdhury,13.0,female,sylhet,9,80.2,2.1,70.0,48.0,77.0,195.0,secondary,yes,pass,65.0,62.90322580645161,High
8546,Shila Chowdhury,18.0,male,rangpur,8,84.7,2.1,97.0,47.0,31.0,175.0,graduate,no,pass,58.333333333333336,56.45161290322581,High
4381,Kabir Akter,15.0,male,khulna,8,77.0,2.3,65.0,56.0,58.0,179.0,primary,no,pass,59.666666666666664,54.24242424242424,Medium
7865,Anik Das,13.0,female,sylhet,10,64.9,3.9,61.0,64.0,84.0,209.0,illiterate,yes,fail,69.66666666666667,42.65306122448979,Medium
3200,Priya Chowdhury,18.0,male,mymensingh,6,83.7,2.7,59.0,64.0,56.0,179.0,illiterate,yes,pass,59.666666666666664,48.37837837837838,High
3862,Rafi Khan,14.0,male,sylhet,8,84.0,1.1,96.0,96.0,45.0,237.0,postgraduate,yes,fail,79.0,112.85714285714285,High
6798,Kabir Akter,16.0,male,mymensingh,9,90.4,2.3,50.0,92.0,71.0,213.0,secondary,no,fail,71.0,64.54545454545455,High
4122,Imran Ahmed,13.0,other,rajshahi,6,93.8,3.3,31.0,54.0,70.0,155.0,graduate,yes,fail,51.666666666666664,36.04651162790698,High
3743,Jannat Ahmed,17.0,female,barishal,9,85.6,1.0,77.0,68.0,53.0,198.0,illiterate,yes,fail,66.0,99.0,High
4238,Rafi Chowdhury,13.0,male,barishal,10,83.5,3.3,77.0,68.0,34.0,179.0,unknown,yes,fail,59.666666666666664,41.627906976744185,High
8106 ,Zayed Talukder,17.0,male,mymensingh,6,84.0,0.9,63.0,97.0,86.0,246.0,primary,yes,pass,82.0,129.47368421052633,High
9281,Sadia Akter,16.0,other,rangpur,7,98.1,2.1,84.0,39.0,71.0,194.0,graduate,no,pass,64.66666666666667,62.58064516129032,High
3784,Ayesha Islam,11.0,other,rangpur,9,73.0,3.3,65.0,52.0,59.0,176.0,unknown,no,fail,58.666666666666664,40.93023255813954,Medium
2455,Priya Islam,14.0,male,khulna,7,80.1,1.3,47.0,76.0,61.0,184.0,postgraduate,no,pass,61.333333333333336,80.0,High
2404,Sadia Hossain,16.0,male,rajshahi,7,73.8,3.1,54.0,71.0,58.0,183.0,illiterate,no,pass,61.0,44.63414634146342,Medium
7755,Mitu Hossain,12.0,male,khulna,6,86.5,4.1,64.0,77.0,52.0,193.0,primary,no,pass,64.33333333333333,37.84313725490196,High
2990,Rupa Talukder,15.0,male,sylhet,6,84.0,0.9,80.0,77.0,69.0,226.0,primary,no,pass,75.33333333333333,118.94736842105263,High
8921,Tanvir Rahman,11.0,male,chattogram,8,95.1,0.5,78.0,75.0,83.0,236.0,secondary,yes,fail,78.66666666666667,157.33333333333334,High
2700,Nadia Akter,12.0,other,mymensingh,6,84.0,0.7,43.0,64.0,64.0,171.0,illiterate,no,fail,57.0,100.58823529411765,High
8249,Nadia Das,12.0,male,mymensingh,6,80.5,4.4,52.0,50.0,41.0,143.0,secondary,yes,fail,47.666666666666664,26.48148148148148,High
8321,Riya Islam,17.0,female,barishal,10,87.3,3.5,67.0,53.0,52.0,172.0,secondary,no,pass,57.333333333333336,38.22222222222222,High
7258,Anik Hossain,15.0,male,sylhet,9,90.2,5.5,93.0,42.0,83.0,218.0,secondary,yes,pass,72.66666666666667,33.53846153846154,High
9314,Lima Chowdhury,16.0,female,barishal,9,86.0,2.3,47.0,31.0,83.0,161.0,unknown,yes,fail,53.666666666666664,48.78787878787879,High
1281,Zayed Akter,11.0,female,chattogram,7,85.2,6.0,90.0,31.0,79.0,200.0,primary,no,fail,66.66666666666667,28.571428571428573,High
5627,Rakib Das,13.0,female,mymensingh,9,84.0,3.8,59.0,74.0,87.0,220.0,primary,yes,fail,73.33333333333333,45.833333333333336,High
7604,Zayed Ahmed,17.0,other,barishal,8,94.2,4.1,59.0,78.0,71.0,208.0,secondary,yes,fail,69.33333333333333,40.7843137254902,High
122,Rahim Rahman,12.0,male,chattogram,8,84.0,0.1,39.0,73.0,31.0,143.0,illiterate,no,pass,47.666666666666664,130.0,High
7982,nadia sarker,11.0,male,rangpur,9,87.0,3.0,65.0,82.0,85.0,232.0,postgraduate,yes,pass,77.33333333333333,58.0,High
2931,Fatema Chowdhury,12.0,female,sylhet,8,80.1,1.9,64.0,96.0,85.0,245.0,graduate,yes,fail,81.66666666666667,84.48275862068965,High
7761,Sabbir Das,12.0,other,mymensingh,10,79.1,2.5,94.0,94.0,83.0,271.0,higher secondary,yes,fail,90.33333333333333,77.42857142857143,Medium
288,Karim Hossain,14.0,female,dhaka,10,86.9,3.0,84.0,35.0,64.0,183.0,postgraduate,no,pass,61.0,45.75,High
3792,Momo Khan,18.0,other,mymensingh,6,84.0,0.9,41.0,95.0,52.0,188.0,postgraduate,no,fail,62.666666666666664,98.94736842105263,High
943,Anik Das,16.0,female,rangpur,8,92.6,2.6,93.0,54.0,57.0,204.0,primary,no,fail,68.0,56.666666666666664,High
1649,Farhan Islam,14.0,other,barishal,10,62.4,4.0,62.0,55.0,69.0,186.0,primary,no,fail,62.0,37.2,Medium
7093,Zayed Islam,14.0,female,rangpur,8,85.4,4.4,65.0,93.0,91.0,249.0,unknown,no,pass,83.0,46.11111111111111,High
6178,Rafi Hossain,16.0,other,khulna,6,86.6,5.9,43.0,79.0,54.0,176.0,postgraduate,yes,pass,58.666666666666664,25.507246376811594,High
1024,Karim Rahman,12.0,other,sylhet,10,80.1,1.4,98.0,78.0,55.0,231.0,illiterate,yes,pass,77.0,96.25,High
7248,Momo Chowdhury,11.0,male,rangpur,7,90.5,2.1,39.0,69.0,87.0,195.0,graduate,no,pass,65.0,62.90322580645161,High
5918,Ayesha Sarker,11.0,other,sylhet,8,81.6,4.7,30.0,37.0,40.0,107.0,unknown,no,pass,35.666666666666664,18.771929824561404,High
1724,Priya Akter,18.0,male,mymensingh,7,84.0,2.6,93.0,75.0,64.0,232.0,illiterate,yes,pass,77.33333333333333,64.44444444444444,High
1158,Arif Sarker,17.0,male,chattogram,6,76.8,2.4,40.0,94.0,63.0,197.0,secondary,yes,fail,65.66666666666667,57.94117647058824,Medium
5641,Nadia Hossain,16.0,male,dhaka,6,95.7,2.6,94.0,39.0,96.0,229.0,primary,yes,pass,76.33333333333333,63.61111111111111,High
1832,Rakib Islam,14.0,male,sylhet,9,82.7,3.0,37.0,44.0,36.0,117.0,unknown,yes,pass,39.0,29.25,High
2218,Imran Chowdhury,12.0,other,dhaka,8,81.4,2.7,95.0,91.0,48.0,234.0,graduate,yes,fail,78.0,63.24324324324324,High
6192,Rakib Islam,15.0,other,dhaka,8,83.5,1.1,81.0,53.0,36.0,170.0,secondary,no,pass,56.666666666666664,80.95238095238095,High
1798,Anik Talukder,17.0,male,khulna,7,84.0,1.3,82.0,67.0,88.0,237.0,postgraduate,yes,pass,79.0,103.04347826086958,High
16,Rahim Ahmed,17.0,other,dhaka,7,81.0,2.9,80.0,92.0,81.0,253.0,higher secondary,yes,pass,84.33333333333333,64.87179487179488,High
9110,Shila Akter,17.0,other,barishal,10,94.5,3.6,94.0,50.0,84.0,228.0,unknown,yes,pass,76.0,49.56521739130435,High
9129,Jannat Islam,15.0,other,khulna,9,94.8,1.7,49.0,37.0,62.0,148.0,primary,no,pass,49.333333333333336,54.81481481481481,High
4084,Momo Talukder,15.0,other,chattogram,10,86.4,1.9,70.0,44.0,32.0,146.0,unknown,no,fail,48.666666666666664,50.3448275862069,High
STU-03748,Zayed Das,14.0,male,rajshahi,7,96.9,3.3,68.0,74.0,93.0,235.0,graduate,yes,fail,78.33333333333333,54.651162790697676,High
5586,Fatema Akter,15.0,other,mymensingh,10,71.6,4.5,95.0,74.0,97.0,266.0,illiterate,yes,fail,88.66666666666667,48.36363636363637,Medium
9595,Karim Islam,18.0,female,chattogram,8,80.4,0.1,98.0,45.0,84.0,227.0,primary,yes,pass,75.66666666666667,206.36363636363635,High
1770,Fatema Khan,18.0,female,mymensingh,9,83.0,3.7,53.0,73.0,89.0,215.0,illiterate,no,fail,71.66666666666667,45.744680851063826,High
1761,Fatema Ahmed,15.0,male,dhaka,10,77.8,3.9,79.0,80.0,72.0,231.0,primary,yes,pass,77.0,47.14285714285714,Medium
563,Mitu Hossain,16.0,male,sylhet,9,95.2,6.1,65.0,62.0,91.0,218.0,illiterate,yes,pass,72.66666666666667,30.704225352112676,High
6938,Rahim Hossain,13.0,male,mymensingh,7,76.2,3.0,66.0,30.0,48.0,144.0,unknown,no,pass,48.0,36.0,Medium
557,Karim Ahmed,17.0,female,rangpur,7,86.7,3.2,96.0,59.0,86.0,241.0,graduate,yes,fail,80.33333333333333,57.38095238095238,High
2915,Sabbir Rahman,15.0,other,mymensingh,9,56.8,4.3,54.0,64.0,72.0,190.0,unknown,no,fail,63.333333333333336,35.84905660377358,Low
5706,Sadia Khan,11.0,female,rajshahi,8,75.2,4.6,87.0,30.0,31.0,148.0,graduate,no,fail,49.333333333333336,26.42857142857143,Medium
5610,Tamim Akter,17.0,other,khulna,7,76.4,1.7,64.0,42.0,56.0,162.0,illiterate,yes,fail,54.0,59.99999999999999,Medium
9719,Tamim Hossain,14.0,female,mymensingh,6,84.0,3.2,94.0,66.0,92.0,252.0,postgraduate,yes,pass,84.0,60.0,High
7656,Sohan Akter,15.0,male,chattogram,9,86.0,1.6,31.0,34.0,31.0,96.0,unknown,no,pass,32.0,36.92307692307692,High
5759,Hasan Akter,15.0,other,sylhet,8,72.0,1.4,53.0,63.0,89.0,205.0,postgraduate,yes,fail,68.33333333333333,85.41666666666667,Medium
6419,Farhan Sarker,14.0,female,barishal,9,63.9,4.1,65.0,63.0,66.0,194.0,illiterate,yes,pass,64.66666666666667,38.03921568627451,Medium
STU-04402,Lima Chowdhury,17.0,male,sylhet,6,81.4,4.1,79.0,32.0,60.0,171.0,primary,yes,pass,57.0,33.529411764705884,High
1091,nadia sarker,15.0,female,dhaka,7,84.3,4.5,51.0,32.0,77.0,160.0,graduate,yes,pass,53.333333333333336,29.09090909090909,High
8149,Farhan Sarker,15.0,female,barishal,6,98.7,3.0,61.0,42.0,82.0,185.0,unknown,yes,pass,61.666666666666664,46.25,High
7835 ,Tamim Chowdhury,15.0,male,rangpur,7,77.1,3.4,82.0,57.0,95.0,234.0,illiterate,no,fail,78.0,53.18181818181818,Medium
7807,Riya Islam,11.0,other,sylhet,8,90.6,2.8,34.0,55.0,64.0,153.0,illiterate,yes,pass,51.0,40.26315789473684,High
1842,Bristi Chowdhury,14.0,other,sylhet,10,91.0,3.1,99.0,54.0,88.0,241.0,illiterate,no,pass,80.33333333333333,58.78048780487806,High
5847,Imran Rahman,17.0,male,rajshahi,7,77.7,2.3,87.0,48.0,93.0,228.0,secondary,no,fail,76.0,69.0909090909091,Medium
5673,Hasan Rahman,17.0,male,khulna,9,71.7,5.5,96.0,45.0,86.0,227.0,graduate,no,pass,75.66666666666667,34.92307692307692,Medium
STU-04790,Mim Ahmed,12.0,female,dhaka,10,75.2,2.2,61.0,73.0,55.0,189.0,unknown,yes,fail,63.0,59.0625,Medium
2036,Nadia Talukder,11.0,other,sylhet,10,88.3,4.1,77.0,92.0,69.0,238.0,unknown,no,pass,79.33333333333333,46.66666666666667,High
8126,Zayed Das,17.0,female,dhaka,6,89.6,3.0,69.0,61.0,80.0,210.0,unknown,no,fail,70.0,52.5,High
8324,Hasan Khan,16.0,other,rajshahi,10,87.2,3.0,83.0,74.0,69.0,226.0,higher secondary,no,pass,75.33333333333333,56.5,High
3237,Sabbir Chowdhury,18.0,other,khulna,10,88.5,3.0,51.0,49.0,62.0,162.0,primary,no,pass,54.0,40.5,High
8139,Fatema Rahman,14.0,other,chattogram,9,84.0,3.9,91.0,83.0,64.0,238.0,higher secondary,yes,pass,79.33333333333333,48.57142857142857,High
3835,Tanvir Rahman,13.0,male,sylhet,8,84.0,5.9,42.0,61.0,56.0,159.0,graduate,no,pass,53.0,23.043478260869563,High
4355,Momo Sarker,18.0,other,mymensingh,6,70.5,4.7,89.0,76.0,54.0,219.0,primary,no,fail,73.0,38.421052631578945,Medium
1502,Shila Khan,11.0,other,mymensingh,10,73.9,4.0,89.0,40.0,64.0,193.0,unknown,no,fail,64.33333333333333,38.6,Medium
2747,Nadia Talukder,12.0,female,khulna,9,84.0,3.7,30.0,64.0,30.0,124.0,graduate,no,pass,41.333333333333336,26.382978723404253,High
6561 ,Priya Talukder,15.0,other,mymensingh,7,81.6,3.6,83.0,61.0,79.0,223.0,higher secondary,no,fail,74.33333333333333,48.47826086956522,High
148,Nusrat Khan,16.0,male,dhaka,9,86.1,4.7,78.0,30.0,42.0,150.0,postgraduate,no,pass,50.0,26.31578947368421,High
6540,Rakib Akter,18.0,other,barishal,7,86.5,4.5,45.0,36.0,49.0,130.0,unknown,no,fail,43.333333333333336,23.636363636363637,High
7834,Rafi Das,12.0,other,barishal,7,83.3,4.0,46.0,34.0,42.0,122.0,graduate,no,pass,40.666666666666664,24.4,High
7772,Priya Chowdhury,18.0,male,chattogram,9,83.1,0.7,56.0,33.0,78.0,167.0,graduate,no,fail,55.666666666666664,98.23529411764706,High
209,Karim Khan,16.0,other,sylhet,10,79.4,3.6,36.0,64.0,40.0,140.0,higher secondary,yes,fail,46.666666666666664,30.434782608695656,Medium
5213,Arif Das,13.0,other,rajshahi,7,98.3,3.9,80.0,89.0,57.0,226.0,secondary,no,pass,75.33333333333333,46.12244897959183,High
55,Hasan Das,18.0,other,sylhet,9,64.7,3.3,46.0,92.0,48.0,186.0,illiterate,no,pass,62.0,43.25581395348837,Medium
356,Nadia Das,16.0,male,chattogram,7,94.4,2.0,67.0,89.0,88.0,244.0,secondary,no,pass,81.33333333333333,81.33333333333333,High
7873,Anik Hossain,13.0,female,mymensingh,9,95.7,2.0,86.0,51.0,73.0,210.0,primary,yes,fail,70.0,70.0,High
8263,Lima Ahmed,16.0,male,mymensingh,9,79.9,2.2,34.0,85.0,34.0,153.0,graduate,yes,pass,51.0,47.8125,Medium
STU-08812,Rakib Chowdhury,17.0,male,khulna,7,96.7,3.2,93.0,97.0,64.0,254.0,unknown,no,fail,84.66666666666667,60.476190476190474,High
1997,Karim Hossain,15.0,other,sylhet,10,87.0,3.0,71.0,91.0,61.0,223.0,graduate,no,pass,74.33333333333333,55.75,High
7081,Jannat Islam,13.0,female,sylhet,7,84.0,2.6,89.0,49.0,78.0,216.0,primary,yes,fail,72.0,60.0,High
7047,Tamim Sarker,17.0,female,khulna,9,76.0,4.3,72.0,99.0,82.0,253.0,graduate,yes,pass,84.33333333333333,47.735849056603776,Medium
4203,Sadia Islam,17.0,other,khulna,9,84.5,0.2,80.0,46.0,99.0,225.0,postgraduate,yes,pass,75.0,187.5,High
2846,Rupa Sarker,15.0,female,chattogram,10,78.6,1.1,39.0,90.0,92.0,221.0,graduate,yes,pass,73.66666666666667,105.23809523809523,Medium
5581,Hasan Das,17.0,male,rangpur,9,87.1,3.7,94.0,74.0,76.0,244.0,primary,yes,fail,81.33333333333333,51.91489361702128,High
3480,Nusrat Chowdhury,13.0,other,khulna,9,86.7,1.9,84.0,35.0,99.0,218.0,higher secondary,no,fail,72.66666666666667,75.17241379310344,High
2468,Hasan Islam,14.0,male,sylhet,8,97.4,0.8,77.0,60.0,64.0,201.0,secondary,yes,pass,67.0,111.66666666666666,High
1754,Jannat Hossain,13.0,male,rajshahi,9,84.0,4.5,41.0,77.0,51.0,169.0,illiterate,no,fail,56.333333333333336,30.727272727272727,High
4815,Nusrat Sarker,15.0,male,barishal,8,76.5,4.3,34.0,55.0,46.0,135.0,primary,yes,pass,45.0,25.471698113207548,Medium
6201,Ayesha Khan,16.0,male,sylhet,9,93.5,3.4,91.0,92.0,64.0,247.0,primary,yes,fail,82.33333333333333,56.13636363636363,High
4693,Nadia Das,13.0,female,rangpur,7,78.7,2.6,87.0,55.0,41.0,183.0,secondary,no,pass,61.0,50.83333333333333,Medium
6726,Imran Rahman,15.0,other,sylhet,9,86.9,2.4,85.0,65.0,71.0,221.0,graduate,no,fail,73.66666666666667,65.0,High
8466,Riya Islam,14.0,male,rangpur,7,83.5,2.0,57.0,38.0,88.0,183.0,primary,yes,fail,61.0,61.0,High
7072,Sohan Talukder,15.0,other,rangpur,10,62.3,2.4,74.0,57.0,82.0,213.0,primary,no,fail,71.0,62.64705882352941,Medium
8643,Momo Das,12.0,male,chattogram,7,93.5,1.0,72.0,58.0,48.0,178.0,primary,no,fail,59.333333333333336,89.0,High
5554,Imran Rahman,14.0,male,rajshahi,6,90.1,4.1,66.0,90.0,36.0,192.0,illiterate,no,fail,64.0,37.64705882352941,High
3171,Sabbir Khan,14.0,other,chattogram,8,75.3,1.3,84.0,85.0,78.0,247.0,primary,no,pass,82.33333333333333,107.3913043478261,Medium
